Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
1459,29,masculino,Hualpén,63,23,57
1460,28,prefiero no decirlo,Concepción,87,1,57
1461,20,prefiero no decirlo,Coronel,58,36,74
1462,20,masculino,Arauco,68,99,97
1463,24,prefiero no decirlo,Tomé,30,71,99
1464,18,masculino,Concepción,2,46,76
1465,25,masculino,Arauco,3,98,92
1466,23,prefiero no decirlo,Tomé,68,11,2
1467,21,femenino,Penco,66,4,24
1468,25,prefiero no decirlo,Arauco,23,39,72
1469,21,femenino,Penco,72,54,36
1470,21,masculino,Lota,6,23,4
1471,24,masculino,Lota,33,39,2
1472,21,masculino,Lota,3,27,64
1473,26,femenino,Lota,2,89,94
1474,25,masculino,Coronel,29,10,2
1475,22,prefiero no decirlo,Concepción,86,3,14
1476,29,masculino,Concepción,26,11,63
1477,26,femenino,Arauco,31,86,37
1478,29,prefiero no decirlo,Tomé,36,25,75
1479,23,prefiero no decirlo,Tomé,36,64,78
1480,25,prefiero no decirlo,Hualpén,82,64,10
1481,26,prefiero no decirlo,Concepción,5,75,69
1482,23,masculino,San Pedro,31,90,54
1483,27,masculino,San Pedro,83,7,89
1484,24,femenino,San Pedro,33,35,42
1485,22,femenino,Hualpén,73,1,14
1486,19,masculino,Lota,13,42,3
1487,28,prefiero no decirlo,San Pedro,3,25,23
1488,20,masculino,Arauco,23,83,26
1489,28,prefiero no decirlo,Concepción,63,16,20
1490,29,masculino,Hualpén,38,84,38
1491,21,femenino,Arauco,98,24,64
1492,29,femenino,Tomé,85,16,73
1493,25,prefiero no decirlo,Coronel,41,43,49
1494,19,masculino,Penco,10,88,69
1495,23,masculino,Tomé,13,82,39
1496,19,masculino,Penco,77,60,68
1497,26,prefiero no decirlo,Concepción,52,57,33
1498,27,prefiero no decirlo,Lota,84,64,53
1499,26,prefiero no decirlo,Concepción,17,43,60
1500,24,prefiero no decirlo,Arauco,46,60,3
1501,27,prefiero no decirlo,Lota,56,63,36
1502,22,prefiero no decirlo,Concepción,40,20,88
1503,25,masculino,Concepción,79,32,10
1504,18,femenino,Concepción,33,78,59
1505,19,femenino,Coronel,65,79,95
1506,26,femenino,Tomé,78,73,60
1507,27,masculino,Coronel,10,1,98
1508,27,masculino,Concepción,34,5,80
1509,29,masculino,Arauco,9,86,28
1510,22,femenino,Arauco,33,3,32
1511,28,prefiero no decirlo,Hualpén,96,19,90
1512,25,prefiero no decirlo,Coronel,85,85,66
1513,20,prefiero no decirlo,Coronel,17,71,20
1514,20,masculino,Lota,9,73,99
1515,23,prefiero no decirlo,Arauco,9,44,9
1516,24,masculino,Hualpén,98,23,19
1517,19,femenino,San Pedro,92,24,16
1518,23,prefiero no decirlo,Coronel,37,43,74
1519,19,masculino,Tomé,44,58,60
1520,23,prefiero no decirlo,Hualpén,79,73,28
1521,18,masculino,Concepción,1,63,35
1522,26,prefiero no decirlo,San Pedro,64,69,85
1523,27,prefiero no decirlo,San Pedro,86,45,38
1524,24,masculino,Tomé,81,5,91
1525,28,masculino,Arauco,98,7,3
1526,24,prefiero no decirlo,San Pedro,99,14,40
1527,28,masculino,Concepción,85,63,58
1528,20,masculino,Hualpén,55,10,63
1529,28,femenino,Concepción,32,15,45
1530,26,masculino,Concepción,15,80,27
1531,22,masculino,Penco,5,52,35
1532,18,prefiero no decirlo,San Pedro,20,67,19
1533,29,masculino,Arauco,15,81,34
1534,26,prefiero no decirlo,Concepción,7,71,96
1535,27,femenino,Concepción,45,84,62
1536,28,masculino,San Pedro,78,16,36
1537,28,femenino,Tomé,73,35,9
1538,26,femenino,San Pedro,1,59,14
1539,23,prefiero no decirlo,Coronel,1,90,89
1540,18,femenino,Penco,14,34,16
1541,19,masculino,San Pedro,92,75,72
1542,25,prefiero no decirlo,Tomé,3,40,76
1543,22,masculino,Hualpén,59,38,24
1544,19,femenino,Coronel,87,82,51
1545,29,masculino,San Pedro,33,97,6
1546,23,prefiero no decirlo,Tomé,28,90,42
1547,24,prefiero no decirlo,Concepción,30,40,37
1548,21,masculino,Tomé,42,84,23
1549,27,femenino,Arauco,77,74,78
1550,21,femenino,Lota,58,4,90
1551,18,prefiero no decirlo,Concepción,34,98,54
1552,24,masculino,Penco,54,81,40
1553,25,masculino,Arauco,24,35,62
1554,23,femenino,Coronel,30,48,1
1555,25,masculino,San Pedro,32,17,49
1556,22,femenino,Hualpén,87,29,95
1557,25,femenino,Tomé,65,1,96
1558,18,prefiero no decirlo,San Pedro,1,88,27
1559,19,femenino,Coronel,42,23,66
1560,23,masculino,Arauco,77,78,74
1561,25,prefiero no decirlo,Concepción,86,56,47
1562,24,femenino,Lota,75,7,58
1563,23,prefiero no decirlo,Arauco,98,97,40
1564,20,femenino,Lota,82,99,19
1565,26,masculino,San Pedro,89,69,56
1566,24,prefiero no decirlo,Concepción,29,32,83
1567,27,masculino,Arauco,74,73,94
1568,26,masculino,Hualpén,21,47,67
1569,20,femenino,Coronel,93,66,5
1570,26,femenino,Penco,91,96,84
1571,26,prefiero no decirlo,Lota,54,41,49
1572,19,masculino,San Pedro,7,31,93
1573,22,femenino,Coronel,88,24,43
1574,27,prefiero no decirlo,Coronel,31,91,28
1575,21,femenino,Penco,49,24,69
1576,22,masculino,Tomé,40,25,7
1577,21,masculino,Arauco,89,17,89
1578,26,femenino,Penco,87,99,65
1579,29,femenino,San Pedro,5,3,81
1580,20,femenino,Lota,94,89,73
1581,21,masculino,Tomé,82,61,30
1582,28,prefiero no decirlo,Concepción,79,62,85
1583,19,masculino,San Pedro,4,55,31
1584,21,masculino,Coronel,34,73,96
1585,19,femenino,Tomé,14,63,65
1586,29,masculino,Tomé,54,90,82
1587,25,femenino,Hualpén,36,91,75
1588,19,prefiero no decirlo,San Pedro,49,14,32
1589,22,prefiero no decirlo,Hualpén,92,76,67
1590,26,prefiero no decirlo,Concepción,7,32,55
1591,26,masculino,Lota,28,27,55
1592,22,femenino,Hualpén,79,82,73
1593,19,masculino,Tomé,40,71,30
1594,27,femenino,San Pedro,69,24,4
1595,21,femenino,San Pedro,84,81,31
1596,29,femenino,San Pedro,86,9,26
1597,19,masculino,Concepción,86,1,66
1598,22,masculino,Penco,58,80,73
1599,21,femenino,Hualpén,9,29,38
1600,21,femenino,Hualpén,64,74,5
1601,23,prefiero no decirlo,Tomé,37,73,45
1602,19,masculino,Hualpén,55,33,51
1603,24,masculino,Concepción,39,37,74
1604,28,prefiero no decirlo,Hualpén,41,29,83
1605,22,femenino,Tomé,10,70,56
1606,24,femenino,Arauco,50,82,98
1607,24,prefiero no decirlo,Arauco,10,36,73
1608,19,femenino,San Pedro,9,95,22
1609,20,prefiero no decirlo,San Pedro,17,24,55
1610,29,femenino,Tomé,14,47,71
1611,22,femenino,Arauco,59,89,51
1612,28,masculino,Arauco,76,25,23
1613,28,prefiero no decirlo,Concepción,36,96,21
1614,25,femenino,Concepción,76,43,72
1615,20,masculino,Coronel,68,13,80
1616,22,prefiero no decirlo,Arauco,22,14,53
1617,26,prefiero no decirlo,Coronel,70,54,41
1618,27,femenino,Coronel,40,47,96
1619,22,femenino,Hualpén,13,69,13
1620,20,masculino,Lota,7,44,56
1621,22,prefiero no decirlo,San Pedro,83,33,67
1622,20,femenino,San Pedro,93,84,99
1623,24,masculino,Lota,30,17,25
1624,23,femenino,Penco,12,78,47
1625,22,prefiero no decirlo,Coronel,69,67,17
1626,26,masculino,Tomé,82,94,75
1627,24,prefiero no decirlo,Arauco,47,97,16
1628,28,prefiero no decirlo,Coronel,94,10,92
1629,25,masculino,Penco,57,84,50
1630,21,femenino,Concepción,92,89,77
1631,26,femenino,San Pedro,54,92,98
1632,29,femenino,Tomé,68,69,27
1633,27,masculino,Arauco,96,47,86
1634,20,prefiero no decirlo,Penco,29,83,81
1635,18,masculino,Hualpén,1,79,45
1636,19,prefiero no decirlo,Arauco,14,44,21
1637,26,masculino,Coronel,96,36,85
1638,29,femenino,Coronel,25,24,45
1639,19,femenino,Tomé,65,2,56
1640,28,prefiero no decirlo,Coronel,43,71,39
1641,23,prefiero no decirlo,Tomé,55,65,54
1642,29,prefiero no decirlo,Lota,17,75,53
1643,18,prefiero no decirlo,Penco,90,49,59
1644,22,masculino,Hualpén,18,93,7
1645,18,prefiero no decirlo,Concepción,78,60,96
1646,20,prefiero no decirlo,Penco,1,81,74
1647,18,masculino,Arauco,52,13,16
1648,21,masculino,Concepción,9,49,11
1649,19,femenino,Tomé,5,55,86
1650,21,femenino,Tomé,42,50,98
1651,28,femenino,Concepción,19,77,31
1652,22,prefiero no decirlo,Tomé,13,49,22
1653,27,femenino,Penco,1,97,55
1654,25,masculino,Arauco,29,93,51
1655,19,masculino,Coronel,71,52,61
1656,29,prefiero no decirlo,Lota,36,75,70
1657,21,masculino,Coronel,8,74,9
1658,23,prefiero no decirlo,San Pedro,40,61,34
1659,27,masculino,Concepción,91,74,48
1660,23,prefiero no decirlo,Lota,19,4,51
1661,18,prefiero no decirlo,Concepción,86,52,57
1662,19,prefiero no decirlo,Tomé,44,3,15
1663,25,masculino,Arauco,39,67,90
1664,22,prefiero no decirlo,Tomé,20,10,87
1665,18,femenino,Hualpén,48,60,14
1666,29,femenino,Hualpén,6,58,30
1667,25,prefiero no decirlo,Concepción,89,62,2
1668,23,femenino,Lota,45,74,99
1669,25,femenino,San Pedro,40,43,68
1670,28,masculino,Coronel,35,49,94
1671,26,prefiero no decirlo,San Pedro,20,58,14
1672,20,femenino,Concepción,69,14,61
1673,28,femenino,Lota,91,58,46
1674,23,masculino,Hualpén,6,66,75
1675,27,masculino,Hualpén,33,80,40
1676,26,femenino,Hualpén,37,35,62
1677,20,femenino,Coronel,47,87,79
1678,24,masculino,Lota,58,13,18
1679,22,prefiero no decirlo,Penco,27,51,60
1680,18,masculino,Arauco,97,52,81
1681,26,masculino,Hualpén,76,23,58
1682,27,prefiero no decirlo,Concepción,76,26,10
1683,18,prefiero no decirlo,San Pedro,3,97,48
1684,18,femenino,San Pedro,10,55,87
1685,26,prefiero no decirlo,Lota,78,84,72
1686,29,femenino,Coronel,91,76,45
1687,24,masculino,Penco,45,93,86
1688,18,femenino,Coronel,78,71,10
1689,25,femenino,Concepción,18,51,93
1690,26,masculino,Coronel,50,19,1
1691,26,prefiero no decirlo,San Pedro,67,17,12
1692,19,femenino,San Pedro,55,57,91
1693,22,prefiero no decirlo,Penco,4,6,96
1694,22,femenino,Coronel,85,86,45
1695,28,prefiero no decirlo,Concepción,77,22,82
1696,24,femenino,Arauco,19,12,94
1697,20,prefiero no decirlo,Lota,78,3,72
1698,25,prefiero no decirlo,Penco,55,14,68
1699,22,masculino,Coronel,4,21,56
1700,21,prefiero no decirlo,Tomé,79,46,19
1701,24,femenino,Coronel,73,49,25
1702,20,prefiero no decirlo,Tomé,86,42,54
1703,25,prefiero no decirlo,Tomé,89,48,1
1704,21,prefiero no decirlo,Arauco,95,12,90
1705,23,femenino,Coronel,12,67,33
1706,28,prefiero no decirlo,Coronel,49,52,94
1707,26,prefiero no decirlo,Penco,99,90,31
1708,20,femenino,Hualpén,97,33,13
1709,24,femenino,Penco,66,58,16
1710,21,femenino,Coronel,61,76,81
1711,21,prefiero no decirlo,Coronel,39,45,22
1712,26,masculino,Concepción,21,31,99
1713,22,prefiero no decirlo,Concepción,60,89,51
1714,27,prefiero no decirlo,San Pedro,80,2,27
1715,26,masculino,Arauco,18,38,32
1716,24,prefiero no decirlo,San Pedro,18,65,30
1717,26,masculino,San Pedro,30,47,64
1718,21,prefiero no decirlo,Concepción,40,37,12
1719,19,masculino,Coronel,89,8,56
1720,28,prefiero no decirlo,Coronel,63,59,19
1721,26,masculino,Hualpén,76,51,54
1722,29,prefiero no decirlo,Tomé,97,73,13
1723,28,masculino,Penco,29,60,30
1724,28,femenino,Penco,64,19,37
1725,19,prefiero no decirlo,Arauco,15,36,41
1726,25,femenino,Coronel,70,98,14
1727,19,prefiero no decirlo,Hualpén,27,67,88
1728,19,prefiero no decirlo,Coronel,18,30,47
1729,19,masculino,Penco,81,80,96
1730,19,masculino,Arauco,79,76,54
1731,26,prefiero no decirlo,Concepción,23,20,29
1732,21,femenino,Lota,80,60,84
1733,21,prefiero no decirlo,Hualpén,39,35,73
1734,19,femenino,Hualpén,45,67,24
1735,27,masculino,Penco,54,32,42
1736,28,masculino,Coronel,7,45,66
1737,18,masculino,Arauco,18,47,26
1738,19,prefiero no decirlo,Hualpén,47,46,81
1739,24,prefiero no decirlo,Coronel,71,76,42
1740,26,femenino,Coronel,45,60,27
1741,28,prefiero no decirlo,Concepción,91,39,50
1742,22,masculino,Tomé,65,5,36
1743,24,prefiero no decirlo,Penco,2,63,54
1744,28,femenino,Coronel,24,95,24
1745,28,masculino,San Pedro,12,63,56
1746,26,femenino,Hualpén,55,8,43
1747,18,prefiero no decirlo,Hualpén,22,74,30
1748,28,masculino,San Pedro,77,41,17
1749,19,prefiero no decirlo,Tomé,29,39,26
1750,22,femenino,Tomé,33,44,64
1751,23,prefiero no decirlo,San Pedro,78,46,55
1752,27,femenino,Lota,71,56,39
1753,24,femenino,Concepción,52,27,22
1754,25,masculino,Tomé,18,77,62
1755,19,masculino,Concepción,16,58,65
1756,18,prefiero no decirlo,Arauco,46,80,91
1757,20,femenino,Concepción,10,22,99
1758,25,femenino,Penco,37,83,48
1759,18,masculino,Tomé,50,85,7
1760,19,masculino,Penco,79,30,90
1761,21,masculino,Hualpén,11,90,70
1762,26,masculino,Tomé,9,26,44
1763,27,masculino,Penco,90,74,57
1764,28,prefiero no decirlo,San Pedro,20,16,51
1765,29,femenino,Tomé,37,60,1
1766,27,femenino,Tomé,55,70,99
1767,22,femenino,Tomé,17,68,9
1768,21,prefiero no decirlo,Lota,46,43,75
1769,19,femenino,Lota,96,83,39
1770,21,masculino,Tomé,29,56,27
1771,29,masculino,San Pedro,92,54,30
1772,18,prefiero no decirlo,Lota,47,35,92
1773,20,femenino,Penco,2,18,99
1774,28,femenino,Concepción,39,25,8
1775,23,prefiero no decirlo,Concepción,18,23,25
1776,26,prefiero no decirlo,Lota,51,50,3
1777,21,prefiero no decirlo,Arauco,47,45,12
1778,28,prefiero no decirlo,Hualpén,51,18,37
1779,21,masculino,Tomé,25,94,52
1780,29,femenino,Arauco,89,97,77
1781,19,femenino,Coronel,36,7,24
1782,22,masculino,Penco,79,58,2
1783,22,masculino,Hualpén,70,26,16
1784,27,masculino,Hualpén,15,42,54
1785,22,prefiero no decirlo,Hualpén,45,79,90
1786,27,femenino,Tomé,21,27,95
1787,25,masculino,Arauco,25,71,7
1788,24,femenino,Lota,54,20,94
1789,29,femenino,San Pedro,53,45,97
1790,21,femenino,Coronel,35,63,64
1791,28,prefiero no decirlo,Arauco,7,14,58
1792,25,prefiero no decirlo,Tomé,49,27,93
1793,27,femenino,Hualpén,46,13,36
1794,23,masculino,Coronel,94,10,71
1795,23,masculino,Penco,61,40,65
1796,27,masculino,Penco,99,20,35
1797,25,femenino,Arauco,23,56,49
1798,23,femenino,Coronel,64,25,79
1799,26,masculino,Arauco,67,12,43
1800,21,masculino,Penco,3,5,47
1801,21,prefiero no decirlo,Tomé,74,16,62
1802,22,femenino,San Pedro,36,1,68
1803,18,masculino,Arauco,60,71,63
1804,23,masculino,Penco,72,79,31
1805,27,masculino,Arauco,75,37,8
1806,18,masculino,Tomé,36,72,70
1807,26,prefiero no decirlo,Concepción,43,21,6
1808,29,femenino,Arauco,13,36,65
1809,25,prefiero no decirlo,Arauco,98,37,5
1810,28,masculino,Tomé,91,19,95
1811,28,femenino,San Pedro,10,9,10
1812,19,masculino,San Pedro,99,67,21
1813,18,femenino,Tomé,67,20,45
1814,26,masculino,San Pedro,38,69,86
1815,24,prefiero no decirlo,Coronel,33,53,71
1816,29,masculino,Lota,17,76,49
1817,23,femenino,Penco,31,27,5
1818,22,masculino,Coronel,6,1,16
1819,28,prefiero no decirlo,Penco,55,50,21
1820,18,femenino,San Pedro,83,16,49
1821,25,femenino,Arauco,25,71,59
1822,22,femenino,Coronel,88,58,28
1823,26,femenino,Penco,49,41,1
1824,28,femenino,Arauco,19,59,90
1825,27,masculino,Concepción,32,39,75
1826,26,prefiero no decirlo,San Pedro,92,78,3
1827,28,femenino,Coronel,64,50,77
1828,19,masculino,San Pedro,77,28,20
1829,18,prefiero no decirlo,Tomé,86,28,81
1830,20,femenino,Arauco,48,77,45
1831,24,masculino,Penco,62,85,31
1832,20,masculino,San Pedro,14,52,4
1833,20,femenino,Lota,17,85,49
1834,26,masculino,Coronel,14,10,87
1835,22,prefiero no decirlo,Hualpén,28,98,47
1836,21,prefiero no decirlo,Hualpén,52,96,87
1837,27,femenino,Penco,65,48,91
1838,29,masculino,Hualpén,56,73,54
1839,18,femenino,Tomé,66,18,89
1840,20,femenino,Coronel,52,98,59
1841,29,masculino,Arauco,88,4,63
1842,18,femenino,Tomé,29,48,79
1843,21,femenino,Arauco,77,92,6
1844,22,prefiero no decirlo,Lota,49,34,3
1845,24,masculino,Lota,26,71,84
1846,18,femenino,Arauco,74,68,75
1847,29,femenino,Penco,78,93,20
1848,26,prefiero no decirlo,Concepción,12,73,56
1849,19,masculino,Coronel,15,38,5
1850,28,femenino,San Pedro,51,27,54
1851,19,prefiero no decirlo,Coronel,17,68,75
1852,18,femenino,Concepción,68,65,88
1853,27,prefiero no decirlo,Lota,55,1,95
1854,22,femenino,Concepción,12,71,20
1855,28,prefiero no decirlo,Coronel,41,38,79
1856,25,femenino,Arauco,95,44,24
1857,27,masculino,Arauco,18,62,22
1858,26,femenino,Concepción,13,14,99
1859,20,prefiero no decirlo,Concepción,58,16,13
1860,27,femenino,Arauco,25,78,74
1861,21,femenino,Lota,57,2,20
1862,25,prefiero no decirlo,Lota,57,42,65
1863,21,prefiero no decirlo,Concepción,99,42,7
1864,22,prefiero no decirlo,Coronel,61,18,43
1865,27,prefiero no decirlo,Arauco,93,63,20
1866,20,masculino,San Pedro,81,67,59
1867,29,prefiero no decirlo,San Pedro,91,57,75
1868,28,prefiero no decirlo,Tomé,18,50,96
1869,25,prefiero no decirlo,Tomé,31,96,71
1870,28,prefiero no decirlo,Penco,62,21,22
1871,21,femenino,Concepción,78,41,16
1872,21,femenino,San Pedro,46,10,41
1873,23,masculino,San Pedro,82,72,9
1874,19,prefiero no decirlo,Lota,97,62,70
1875,28,prefiero no decirlo,Arauco,4,77,1
1876,22,prefiero no decirlo,Lota,58,14,88
1877,23,prefiero no decirlo,Penco,70,86,97
1878,25,prefiero no decirlo,Hualpén,53,39,45
1879,21,prefiero no decirlo,Concepción,79,50,41
1880,28,masculino,Concepción,56,60,45
1881,21,prefiero no decirlo,Concepción,91,31,17
1882,20,masculino,Concepción,81,29,77
1883,24,masculino,Hualpén,5,14,76
1884,21,masculino,San Pedro,77,65,11
1885,26,prefiero no decirlo,Hualpén,9,54,59
1886,23,masculino,Coronel,46,40,56
1887,27,masculino,Tomé,75,68,42
1888,20,masculino,San Pedro,20,13,5
1889,28,prefiero no decirlo,Coronel,23,25,92
1890,21,femenino,Penco,60,82,50
1891,24,masculino,Penco,37,54,65
1892,18,prefiero no decirlo,Lota,14,79,26
1893,24,prefiero no decirlo,San Pedro,69,61,34
1894,20,femenino,Concepción,34,52,50
1895,25,prefiero no decirlo,San Pedro,43,31,26
1896,27,prefiero no decirlo,Lota,28,27,18
1897,19,masculino,Lota,40,5,81
1898,29,masculino,Coronel,69,58,49
1899,22,femenino,Penco,61,81,27
1900,21,masculino,Arauco,15,86,62
1901,25,prefiero no decirlo,Hualpén,21,8,46
1902,29,femenino,Arauco,71,33,14
1903,21,masculino,Concepción,42,21,66
1904,18,femenino,Concepción,19,73,7
1905,27,masculino,Concepción,46,91,10
1906,22,masculino,Tomé,92,81,85
1907,24,femenino,Coronel,8,92,24
1908,29,masculino,Lota,44,51,29
1909,22,masculino,Arauco,19,4,49
1910,27,prefiero no decirlo,Penco,88,62,58
1911,27,prefiero no decirlo,Concepción,51,90,40
1912,23,prefiero no decirlo,Hualpén,71,21,23
1913,20,femenino,Coronel,17,82,54
1914,25,femenino,Concepción,25,47,35
1915,28,prefiero no decirlo,Penco,80,37,47
1916,19,masculino,Penco,97,77,73
1917,19,masculino,Coronel,87,83,26
1918,23,prefiero no decirlo,San Pedro,24,48,73
1919,26,masculino,Concepción,45,30,50
1920,19,masculino,Lota,36,93,23
1921,27,femenino,Concepción,6,47,52
1922,23,masculino,Hualpén,86,75,39
1923,19,masculino,Coronel,47,2,18
1924,19,prefiero no decirlo,Tomé,83,84,35
1925,25,masculino,San Pedro,98,63,85
1926,25,femenino,San Pedro,10,52,51
1927,21,masculino,Hualpén,65,68,22
1928,23,femenino,Coronel,30,86,36
1929,23,prefiero no decirlo,Lota,5,64,81
1930,26,prefiero no decirlo,Tomé,62,69,30
1931,29,masculino,Hualpén,16,90,94
1932,22,femenino,Penco,83,62,53
1933,25,prefiero no decirlo,Tomé,26,24,45
1934,22,femenino,Hualpén,15,85,24
1935,25,masculino,Concepción,12,19,80
1936,20,masculino,Tomé,71,51,24
1937,24,prefiero no decirlo,Penco,55,96,40
1938,25,masculino,Penco,90,99,80
1939,27,masculino,Hualpén,18,70,91
1940,25,masculino,Hualpén,50,5,72
1941,29,femenino,Lota,81,3,64
1942,24,masculino,Coronel,3,23,23
1943,28,femenino,Lota,73,14,57
1944,20,masculino,San Pedro,96,99,63
1945,29,masculino,Hualpén,22,93,97
1946,24,masculino,Arauco,84,11,75
1947,28,prefiero no decirlo,Concepción,17,13,33
1948,27,prefiero no decirlo,Lota,53,28,36
1949,22,femenino,Lota,83,69,8
1950,24,femenino,Hualpén,35,41,13
1951,18,masculino,Arauco,75,15,41
1952,28,masculino,Arauco,69,48,32
1953,28,prefiero no decirlo,Penco,72,19,90
1954,20,femenino,Arauco,88,81,78
1955,27,masculino,Arauco,85,3,99
1956,22,masculino,Concepción,84,14,96
1957,23,femenino,Concepción,84,3,13
1958,21,masculino,Lota,63,50,25
1959,24,prefiero no decirlo,Lota,95,12,33
1960,29,masculino,Coronel,26,89,66
1961,28,femenino,Hualpén,37,71,58
1962,25,prefiero no decirlo,Lota,72,11,84
1963,29,masculino,San Pedro,44,71,66
1964,28,masculino,Hualpén,18,47,27
1965,27,masculino,Penco,63,29,96
1966,23,masculino,Coronel,55,76,55
1967,21,masculino,Tomé,8,69,52
1968,28,femenino,Lota,84,61,27
1969,29,prefiero no decirlo,Coronel,6,74,36
1970,20,femenino,Lota,52,95,88
1971,23,femenino,Hualpén,43,26,23
1972,28,masculino,Arauco,93,46,6
1973,19,prefiero no decirlo,Arauco,33,22,49
1974,23,femenino,Penco,90,88,10
1975,26,prefiero no decirlo,Tomé,68,65,37
1976,22,prefiero no decirlo,Coronel,41,39,2
1977,28,femenino,Arauco,99,8,76
1978,26,femenino,Lota,31,91,74
1979,21,femenino,San Pedro,20,36,89
1980,23,prefiero no decirlo,Penco,85,21,89
1981,20,prefiero no decirlo,Hualpén,69,12,77
1982,19,femenino,Lota,4,73,18
1983,27,masculino,Tomé,10,16,36
1984,29,femenino,Arauco,92,52,57
1985,26,masculino,Hualpén,33,10,25
1986,23,prefiero no decirlo,Penco,73,78,40
1987,19,femenino,Tomé,89,79,31
1988,29,femenino,Tomé,73,92,41
1989,29,femenino,Penco,72,95,17
1990,28,prefiero no decirlo,Penco,86,12,35
1991,29,masculino,Hualpén,88,21,53
1992,20,femenino,Coronel,1,98,91
1993,22,masculino,Tomé,95,42,99
1994,27,prefiero no decirlo,Arauco,90,89,81
1995,28,prefiero no decirlo,Coronel,36,52,48
1996,19,prefiero no decirlo,Tomé,74,77,96
1997,23,masculino,Tomé,71,74,45
1998,24,prefiero no decirlo,Coronel,31,23,25
1999,26,masculino,Hualpén,4,89,72
2000,29,femenino,San Pedro,31,36,33
2001,29,masculino,Hualpén,54,42,6
2002,24,prefiero no decirlo,Lota,44,95,25
2003,26,femenino,Lota,92,42,22
2004,23,femenino,Hualpén,89,14,5
2005,21,prefiero no decirlo,Arauco,32,71,30
2006,27,masculino,Arauco,86,80,36
2007,20,femenino,Penco,40,54,17
2008,28,femenino,Hualpén,89,65,99
2009,18,masculino,San Pedro,4,39,43
2010,19,masculino,Concepción,75,33,64
2011,25,femenino,Hualpén,96,65,53
2012,20,femenino,Lota,30,25,15
2013,20,masculino,Lota,33,21,2
2014,25,masculino,Penco,78,85,74
2015,20,femenino,Arauco,19,98,55
2016,29,femenino,Concepción,50,6,83
2017,19,femenino,Coronel,51,53,51
2018,23,masculino,San Pedro,55,88,84
2019,26,masculino,San Pedro,47,91,2
2020,19,prefiero no decirlo,Lota,25,53,87
2021,22,femenino,Coronel,40,81,22
2022,19,masculino,San Pedro,67,65,69
2023,26,prefiero no decirlo,Coronel,5,78,55
2024,18,prefiero no decirlo,Arauco,69,28,75
2025,25,prefiero no decirlo,Coronel,83,44,79
2026,29,prefiero no decirlo,Lota,63,95,78
2027,23,masculino,Concepción,57,92,8
2028,19,masculino,Tomé,11,53,73
2029,18,masculino,Coronel,19,7,27
2030,28,masculino,Arauco,29,56,68
2031,27,masculino,Tomé,58,75,6
2032,28,masculino,Lota,17,53,38
2033,18,prefiero no decirlo,Concepción,4,31,26
2034,18,masculino,Concepción,51,77,88
2035,20,femenino,Tomé,96,68,72
2036,19,prefiero no decirlo,Coronel,97,65,93
2037,22,femenino,Tomé,86,92,15
2038,18,prefiero no decirlo,San Pedro,26,30,16
2039,25,prefiero no decirlo,Hualpén,26,37,97
2040,25,femenino,Coronel,61,35,66
2041,19,masculino,Penco,74,7,22
2042,18,prefiero no decirlo,Hualpén,33,37,11
2043,29,femenino,Concepción,12,65,12
2044,29,femenino,San Pedro,92,79,19
2045,18,masculino,Penco,65,36,86
2046,27,prefiero no decirlo,San Pedro,33,4,74
2047,23,femenino,Penco,28,40,9
2048,20,prefiero no decirlo,Arauco,46,66,70
2049,22,prefiero no decirlo,Tomé,63,69,48
2050,28,prefiero no decirlo,San Pedro,25,56,66
2051,21,femenino,Concepción,7,50,64
2052,20,femenino,San Pedro,20,99,6
2053,23,masculino,Lota,93,45,74
2054,29,masculino,Penco,47,18,45
2055,21,prefiero no decirlo,Concepción,47,72,6
2056,22,femenino,Arauco,99,24,12
2057,24,prefiero no decirlo,Concepción,40,28,43
2058,18,masculino,Penco,54,89,18
2059,22,masculino,Coronel,24,48,37
2060,28,prefiero no decirlo,Lota,74,85,3
2061,26,femenino,Penco,71,48,44
2062,20,prefiero no decirlo,Lota,28,89,19
2063,24,prefiero no decirlo,Concepción,35,93,34
2064,29,femenino,Tomé,64,12,34
2065,20,femenino,Penco,89,75,63
2066,19,prefiero no decirlo,Lota,88,17,57
2067,26,femenino,Tomé,46,92,4
2068,23,masculino,Arauco,74,54,8
2069,25,masculino,Lota,56,27,10
2070,28,prefiero no decirlo,San Pedro,31,49,7
2071,22,femenino,Hualpén,19,65,6
2072,22,femenino,Tomé,84,52,44
2073,24,prefiero no decirlo,Arauco,5,39,24
2074,24,prefiero no decirlo,Coronel,66,37,71
2075,24,masculino,Penco,9,1,56
2076,25,masculino,Hualpén,1,29,80
2077,18,masculino,San Pedro,46,43,24
2078,27,prefiero no decirlo,Hualpén,97,57,18
2079,20,prefiero no decirlo,San Pedro,75,72,22
2080,19,femenino,Coronel,33,37,82
2081,27,masculino,Arauco,29,36,80
2082,23,femenino,Hualpén,88,43,64
2083,28,masculino,Penco,27,16,25
2084,26,femenino,Lota,81,52,19
2085,28,masculino,Penco,73,31,89
2086,19,masculino,Coronel,87,4,80
2087,23,masculino,Concepción,40,48,73
2088,22,prefiero no decirlo,Arauco,28,83,23
2089,28,masculino,Penco,11,2,17
2090,26,prefiero no decirlo,Penco,77,10,69
2091,28,prefiero no decirlo,Penco,96,38,43
